Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2020-05-04,1,FRT,REG,60.6395,31.5355,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-05,1,FRT,REG,60.4049,31.606,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-06,1,FRT,REG,57.3314,29.8893,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-07,1,FRT,REG,58.6453,30.6654,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-08,1,FRT,REG,61.093,32.8916,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-11,1,FRT,REG,58.8486,31.8098,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-12,1,FRT,REG,56.7371,30.1872,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-13,1,FRT,REG,53.343,28.2745,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-14,1,FRT,REG,54.7585,28.6195,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-15,1,FRT,REG,56.3226,29.3326,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-18,1,FRT,REG,61.6405,32.9265,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-19,1,FRT,REG,60.8193,33.1895,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-20,1,FRT,REG,61.8986,32.9664,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-21,1,FRT,REG,62.5398,33.5401,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-22,1,FRT,REG,61.3824,32.8787,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-26,1,FRT,REG,65.2848,35.9546,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-27,1,FRT,REG,65.5272,36.5363,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-28,1,FRT,REG,62.9074,35.6119,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-05-29,1,FRT,REG,62.4929,34.0979,1.028,0.0,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-01,1,FRT,REG,66.3718,36.1777,1.028,-0.7803,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-02,1,FRT,REG,69.0855,36.4885,1.028,0.4912,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-03,1,FRT,REG,73.199,39.2457,1.028,-0.138,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-04,1,FRT,REG,74.1219,39.6919,1.028,-0.0299,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-05,1,FRT,REG,78.1728,40.4808,1.028,1.3992,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-08,1,FRT,REG,80.1905,42.7917,1.028,0.0232,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-09,1,FRT,REG,76.6088,40.4649,1.028,0.4967,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-10,1,FRT,REG,74.0124,38.3771,1.028,1.2686,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-11,1,FRT,REG,68.5459,35.6359,1.028,1.1872,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-12,1,FRT,REG,70.7513,38.1619,1.028,-0.3128,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-15,1,FRT,REG,70.4228,38.2018,1.028,-0.4796,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-16,1,FRT,REG,72.589,39.1022,1.028,-0.1673,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-17,1,FRT,REG,69.8988,37.3411,1.028,0.2245,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-18,1,FRT,REG,68.9369,37.0144,1.028,0.0328,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-19,1,FRT,REG,67.077,35.5721,1.028,0.6191,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-22,1,FRT,REG,67.0532,36.1857,1.028,-0.1657,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-23,1,FRT,REG,67.2115,36.7594,1.028,-0.8143,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-24,1,FRT,REG,65.2724,35.349,1.028,-0.4148,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-25,1,FRT,REG,67.0295,35.9227,1.028,-0.068,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-26,1,FRT,REG,65.5099,35.4526,1.028,-0.6971,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-29,1,FRT,REG,67.0849,36.5124,1.028,-1.1266,0.0,0.0,0.0,0.0,HOLD_CASH
2020-06-30,1,FRT,REG,67.441,36.5682,1.028,-0.8009,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-01,1,FRT,REG,69.2219,36.7913,1.028,0.4462,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-02,1,FRT,REG,67.7022,36.4407,1.028,-0.3408,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-06,1,FRT,REG,68.1613,36.6399,1.028,-0.175,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-07,1,FRT,REG,65.1537,35.1338,1.028,-0.2996,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-08,1,FRT,REG,63.5233,34.584,1.028,-0.8675,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-09,1,FRT,REG,62.4231,33.564,1.028,0.261,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-10,1,FRT,REG,63.2779,34.2174,1.028,-0.1752,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-13,1,FRT,REG,63.46,33.9385,1.028,1.1597,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-14,1,FRT,REG,61.7346,33.5242,1.028,-0.7225,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-15,1,FRT,REG,64.0852,34.2413,1.028,1.1306,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-16,1,FRT,REG,62.9059,33.5481,1.028,1.3553,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-17,1,FRT,REG,62.0749,33.2293,1.028,0.8903,0.0,0.0,0.0,0.0,HOLD_CASH
2020-07-20,1,FRT,REG,59.3918,32.807,1.028,-2.2841,1.0,0.0,-0.3333,-0.3333,ENTER_LONG_A
2020-07-21,1,FRT,REG,58.909,32.3368,1.028,-1.4123,1.0,1.0853,-0.3333,0.752,HOLDING
2020-07-22,1,FRT,REG,59.5026,32.9664,1.028,-2.1476,1.0,-0.5142,-0.3333,-0.8475,HOLDING
2020-07-23,1,FRT,REG,58.442,32.2173,1.028,-1.4649,1.0,0.4086,-0.3333,0.0753,HOLDING
2020-07-24,1,FRT,REG,57.7693,31.8428,1.028,-1.2767,1.0,0.4757,-0.3333,0.1424,HOLDING
2020-07-27,1,FRT,REG,58.2758,31.8029,1.028,-0.4134,0.0,0.0,1.4243,1.4243,EXIT
2020-07-28,1,FRT,REG,60.2545,33.2692,1.028,-1.3757,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-07-29,1,FRT,REG,61.3309,33.556,1.028,-0.6371,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-07-30,1,FRT,REG,60.9431,33.317,1.028,-0.4837,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-07-31,1,FRT,REG,60.389,32.6954,1.028,0.3789,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-03,1,FRT,REG,59.8904,32.3448,1.028,0.6192,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-04,1,FRT,REG,60.6423,32.7193,1.028,0.6643,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-05,1,FRT,REG,60.2941,32.6556,1.028,0.3221,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-06,1,FRT,REG,60.484,32.6396,1.028,0.6439,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-07,1,FRT,REG,62.3756,33.1895,1.028,1.5979,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-10,1,FRT,REG,63.4995,34.1617,1.028,0.7139,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-11,1,FRT,REG,65.0429,34.6637,1.028,1.2994,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-12,1,FRT,REG,66.0718,34.7992,1.028,1.9658,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-13,1,FRT,REG,65.0667,34.3265,1.028,1.7449,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-14,1,FRT,REG,64.8055,34.6416,1.028,0.8514,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-17,1,FRT,REG,65.2566,34.5123,1.028,1.4073,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-18,1,FRT,REG,63.5708,33.7853,1.028,1.0186,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-19,1,FRT,REG,61.8454,32.4765,1.028,1.6872,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-20,1,FRT,REG,63.7212,33.244,1.028,1.8182,0.0,0.0,1.4243,1.4243,HOLD_CASH
2020-08-21,1,FRT,REG,63.5708,32.6866,1.028,2.2918,-1.0,0.0,1.091,1.091,ENTER_SHORT_A
2020-08-24,1,FRT,REG,64.845,33.1632,1.028,2.1305,-1.0,-0.8308,1.091,0.2602,HOLDING
2020-08-25,1,FRT,REG,64.7105,33.0824,1.028,1.911,-1.0,-0.9005,1.091,0.1905,HOLDING
2020-08-26,1,FRT,REG,63.1355,32.3957,1.028,1.578,-1.0,-0.378,1.091,0.713,HOLDING
2020-08-27,1,FRT,REG,64.4335,32.8401,1.028,1.6833,-1.0,-1.4372,1.091,-0.3462,HOLDING
2020-08-28,1,FRT,REG,63.6737,32.6704,1.028,1.2406,-1.0,-0.3496,1.091,0.7414,HOLDING
2020-08-31,1,FRT,REG,62.716,32.0806,1.028,1.2696,-1.0,-0.9221,1.091,0.1689,HOLDING
2020-09-01,1,FRT,REG,62.9455,31.8302,1.028,1.6089,-1.0,-2.8101,1.091,-1.7191,HOLDING
2020-09-02,1,FRT,REG,64.3464,33.1471,1.028,0.6456,-1.0,0.375,1.091,1.466,HOLDING
2020-09-03,1,FRT,REG,65.1775,33.3086,1.028,0.9338,-1.0,-0.9386,1.091,0.1524,HOLDING
2020-09-04,1,FRT,REG,64.9479,33.551,1.028,0.3209,0.0,0.0,1.6573,1.6573,EXIT
2020-09-08,1,FRT,REG,63.5312,33.0986,1.028,-0.2007,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-09,1,FRT,REG,62.8347,33.0178,1.028,-0.7708,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-10,1,FRT,REG,61.7583,31.7817,1.028,0.4824,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-11,1,FRT,REG,61.0618,31.1839,1.028,0.8926,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-14,1,FRT,REG,63.729,32.3473,1.028,1.1635,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-15,1,FRT,REG,64.2356,33.2925,1.028,-0.4663,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-16,1,FRT,REG,66.151,33.6156,1.028,1.0117,0.0,0.0,1.6573,1.6573,HOLD_CASH
2020-09-17,1,FRT,REG,66.2064,33.3571,1.028,1.667,0.0,0.0,1.6573,1.6573,HOLD_CASH
